part_file,normal_x,normal_y,normal_z,plane_offset_mm,patch_area_mm2,n_triangles,bbox_u_mm,bbox_v_mm,fill_ratio,largest_inscribed_square_mm,square1_cx_mm,square1_cy_mm,square1_cz_mm,second_square_mm,square2_cx_mm,square2_cy_mm,square2_cz_mm,pair_baseline_mm,centroid_x_mm,centroid_y_mm,centroid_z_mm
Bilek.stl,0.7079,0.0025,0.7063,21.21,146.3,6,27.45,5.72,0.932,6.00,19.40,-13.00,10.63,6.00,19.40,-5.00,10.60,8.00,19.39,-0.09,10.59
Bilek.stl,-0.7078,0.0025,-0.7064,21.21,146.4,6,27.45,5.72,0.933,6.00,-19.60,5.25,-10.36,6.00,-19.60,-2.75,-10.39,8.00,-19.39,-0.09,-10.59
Bilek.stl,0.7079,0.0025,-0.7063,21.21,146.3,6,27.45,5.72,0.932,6.00,19.40,5.25,-10.57,6.00,19.40,-2.75,-10.59,8.00,19.39,-0.09,-10.59
Bilek.stl,-0.7078,0.0025,0.7064,21.21,146.4,6,27.45,5.72,0.933,6.00,-19.60,-13.00,10.43,6.00,-19.60,-5.00,10.40,8.00,-19.39,-0.09,10.59
Bilek.stl,-0.7071,-0.7071,0.0000,26.52,107.5,4,21.00,5.66,0.905,6.00,-19.62,-17.88,-5.50,6.00,-19.62,-17.88,2.50,8.00,-19.50,-18.00,0.00
Bilek.stl,0.7071,-0.7071,0.0000,26.52,107.5,4,21.00,5.66,0.905,6.00,19.38,-18.12,-5.50,6.00,19.38,-18.12,2.50,8.00,19.50,-18.00,0.00
Bilek.stl,0.0000,-1.0000,0.0000,17.00,136.2,128,7.00,31.98,0.608,5.20,4.99,-17.00,-0.10,5.20,-5.41,-17.00,-0.10,10.40,-0.26,-17.00,-0.03
Bilek.stl,0.1127,0.0013,0.9936,-3.56,41.8,2,3.00,13.92,0.999,3.60,-2.17,-18.20,-3.32,3.20,-6.74,-18.40,-2.80,4.60,-7.29,-18.50,-2.73
Bilek.stl,-0.1144,0.0000,0.9934,-3.55,41.8,2,3.00,13.92,1.000,3.60,5.27,-18.20,-2.97,3.20,12.62,-18.40,-2.12,7.40,7.29,-18.50,-2.73
Bilek.stl,-0.1144,0.0000,-0.9934,-3.55,41.8,2,3.00,13.92,1.000,3.60,12.42,-18.80,2.14,3.20,7.85,-18.60,2.67,4.60,7.29,-18.50,2.73
Bilek.stl,0.1128,0.0009,-0.9936,-3.56,41.8,2,3.00,13.92,1.000,3.60,-9.32,-18.80,2.50,3.20,-1.97,-18.60,3.34,7.40,-7.29,-18.50,2.73
Bilek.stl,0.0000,0.7330,-0.6802,17.96,41.1,12,3.02,35.00,0.389,3.60,12.10,16.43,-8.70,3.20,-12.10,16.56,-8.56,24.20,0.00,16.64,-8.48
Bilek.stl,0.0000,0.7338,0.6794,17.97,41.1,12,3.02,35.00,0.389,3.60,15.70,16.82,8.28,3.60,-12.30,16.82,8.28,28.00,0.00,16.64,8.48
Bilek.stl,0.0004,0.9358,0.3526,19.39,36.9,27,3.01,39.00,0.314,3.60,-12.30,19.20,4.04,2.80,16.10,19.19,4.04,28.40,8.55,19.12,4.25
Bilek.stl,0.0000,0.5606,-0.8281,16.67,41.1,12,2.99,35.00,0.393,3.20,15.90,14.32,-10.44,3.20,11.90,14.32,-10.44,4.00,0.00,14.41,-10.37
Bilek.stl,-0.0000,0.5605,0.8281,16.67,41.1,12,2.99,35.00,0.393,3.20,15.90,14.49,10.32,3.20,11.90,14.49,10.32,4.00,0.00,14.41,10.37
Bilek.stl,0.0003,0.9360,-0.3521,19.39,36.8,27,3.01,39.00,0.314,3.20,-12.10,19.07,-4.41,3.20,-16.10,19.07,-4.41,4.00,8.83,19.10,-4.29
Bilek.stl,0.0000,0.1836,0.9830,13.84,41.1,12,2.95,35.00,0.399,3.20,15.90,10.05,12.20,3.20,11.90,10.05,12.20,4.00,0.00,9.93,12.23
Bilek.stl,0.0000,0.1836,-0.9830,13.84,41.1,12,2.95,35.00,0.399,3.20,15.90,9.80,-12.25,3.20,11.90,9.80,-12.25,4.00,0.00,9.93,-12.23
El.stl,0.0000,0.0000,1.0000,3.00,2132.2,258,48.28,50.00,0.883,36.00,-1.00,0.26,3.00,0.00,0.00,0.00,0.00,0.00,2.53,-0.90,3.00
El.stl,0.0000,0.0000,-1.0000,0.00,2132.2,258,48.28,50.00,0.883,36.00,-1.00,-0.26,0.00,0.00,0.00,0.00,0.00,0.00,2.53,-0.90,0.00
El.stl,-1.0000,0.0000,0.0000,24.99,105.8,6,3.00,35.26,1.000,3.60,-24.99,15.83,1.20,3.60,-24.99,11.03,1.20,4.80,-24.99,0.00,1.50
El.stl,0.0002,-1.0000,0.0000,24.13,78.2,6,3.00,26.08,1.000,3.60,5.79,-24.13,1.80,3.60,0.99,-24.13,1.80,4.80,-5.55,-24.13,1.50
El.stl,0.0002,1.0000,0.0000,24.13,78.2,6,3.00,26.08,1.000,3.60,5.79,24.13,1.20,3.60,0.99,24.13,1.20,4.80,-5.55,24.13,1.50
El.stl,1.0000,0.0000,0.0000,24.99,40.4,6,3.00,13.46,1.000,3.60,24.99,4.93,1.80,3.60,24.99,0.13,1.80,4.80,24.99,0.00,1.50
El.stl,0.7071,-0.7071,0.0000,24.74,40.4,6,3.00,13.46,1.000,3.60,21.41,-13.58,1.80,3.60,18.01,-16.97,1.80,4.80,17.92,-17.06,1.50
El.stl,0.7071,0.7071,0.0000,24.74,40.4,6,3.00,13.46,1.000,3.60,21.41,13.58,1.20,3.60,18.01,16.97,1.20,4.80,17.92,17.06,1.50
El_Ust.stl,0.0000,0.0000,-1.0000,0.00,1859.0,256,48.28,50.00,0.770,23.20,-13.80,5.74,-0.00,13.20,18.40,-0.06,0.00,32.72,7.26,-0.42,0.00
El_Ust.stl,0.0000,0.0000,1.0000,3.00,1514.9,249,48.28,50.00,0.628,22.80,-13.60,5.66,3.00,13.20,18.40,0.06,3.00,32.49,8.15,-0.37,3.00
El_Ust.stl,-1.0000,0.0000,0.0000,20.70,261.1,58,12.00,44.88,0.485,12.40,-20.70,-15.36,8.80,5.20,-20.70,19.84,12.40,35.38,-20.70,4.94,8.83
El_Ust.stl,0.0000,0.0000,1.0000,15.00,215.0,82,48.28,9.00,0.495,9.60,-16.50,-13.74,15.00,4.00,-19.30,18.66,15.00,32.52,-16.56,-0.41,15.00
El_Ust.stl,-0.0011,1.0000,0.0000,-5.88,118.1,3,12.00,13.50,0.729,9.60,-16.40,-5.90,10.20,0.80,-8.00,-5.89,3.00,11.06,-15.20,-5.90,8.50
El_Ust.stl,-0.0011,-1.0000,0.0000,-16.58,118.1,3,12.00,13.50,0.729,9.60,-16.40,16.60,7.80,0.80,-8.00,16.59,3.40,9.48,-15.20,16.60,8.50
El_Ust.stl,1.0000,0.0000,0.0000,-11.70,185.9,58,7.50,48.28,0.513,8.00,-11.70,-13.46,11.50,5.20,-11.70,21.54,12.50,35.01,-11.70,4.16,9.76
El_Ust.stl,-0.0011,1.0000,0.0000,24.14,154.8,9,15.00,25.08,0.412,7.20,-14.41,24.13,3.00,6.00,-14.61,24.13,12.00,9.00,-7.52,24.13,4.94
El_Ust.stl,-0.0011,-1.0000,0.0000,24.14,154.8,9,15.00,25.08,0.412,7.20,-14.41,-24.13,3.60,6.00,-14.61,-24.13,12.60,9.00,-7.52,-24.13,4.67
El_Ust.stl,0.7071,0.0000,0.7071,-2.97,164.1,5,48.28,6.36,0.534,6.80,-9.60,-20.74,5.40,6.80,-9.60,-11.94,5.40,8.80,-9.60,-1.26,5.40
El_Ust.stl,-0.0011,1.0000,0.0000,-11.25,36.0,2,3.00,12.00,1.000,3.60,8.20,-11.25,1.20,3.60,3.40,-11.25,1.20,4.80,4.00,-11.25,1.50
El_Ust.stl,-0.0011,-1.0000,0.0000,-11.25,36.0,2,3.00,12.00,1.000,3.60,8.20,11.25,1.80,3.60,3.40,11.25,1.80,4.80,4.00,11.25,1.50
El_Ust.stl,-1.0000,0.0000,0.0000,-10.00,67.5,2,3.00,22.50,1.000,3.60,10.00,9.45,1.20,3.60,10.00,4.65,1.20,4.80,10.00,0.00,1.50
El_Ust.stl,-1.0000,0.0000,0.0000,24.99,99.8,6,3.00,33.26,1.000,3.60,-24.99,14.83,1.20,3.60,-24.99,10.03,1.20,4.80,-24.99,0.00,1.50
El_Ust.stl,1.0000,0.0000,0.0000,-2.00,67.5,2,3.00,22.50,1.000,3.60,-2.00,9.45,1.80,3.60,-2.00,4.65,1.80,4.80,-2.00,0.00,1.50
El_Ust.stl,1.0000,0.0000,0.0000,24.99,40.4,6,3.00,13.46,1.000,3.60,24.99,4.93,1.80,3.60,24.99,0.13,1.80,4.80,24.99,0.00,1.50
El_Ust.stl,0.7071,-0.7071,0.0000,24.74,40.4,6,3.00,13.46,1.000,3.60,21.41,-13.58,1.80,3.60,18.01,-16.97,1.80,4.80,17.92,-17.06,1.50
El_Ust.stl,0.7071,0.7071,0.0000,24.74,40.4,6,3.00,13.46,1.000,3.60,21.41,13.58,1.20,3.60,18.01,16.97,1.20,4.80,17.92,17.06,1.50
Parmak_2 X 2.stl,0.0000,0.0000,1.0000,5.00,601.4,111,26.21,59.86,0.383,10.40,24.07,0.20,5.00,10.40,9.27,0.20,5.00,14.80,11.99,1.77,5.00
Parmak_2 X 2.stl,0.0000,0.0000,-1.0000,0.00,601.4,111,26.21,59.86,0.383,10.40,22.87,-0.39,0.00,10.40,9.27,-0.39,0.00,13.60,11.99,1.77,0.00
Parmak_2 X 2.stl,0.7072,-0.7070,0.0000,24.79,165.7,4,5.00,33.15,1.000,5.20,52.73,17.67,2.60,5.20,47.92,12.87,2.60,6.80,37.19,2.13,2.50
Parmak_2 X 2.stl,-0.0003,-1.0000,0.0000,4.98,145.9,6,5.00,29.19,1.000,5.20,25.96,-4.99,2.60,5.20,19.16,-4.99,2.60,6.80,13.99,-4.99,2.50
Parmak_2 X 2.stl,-0.0010,1.0000,0.0000,4.98,132.8,4,5.00,26.56,1.000,5.20,23.33,5.01,2.40,5.20,16.53,5.00,2.40,6.80,6.33,4.99,2.50
Parmak_2 X 2.stl,-0.0010,1.0000,0.0000,21.16,56.6,2,5.00,11.31,1.000,5.20,51.27,21.22,2.40,4.80,44.67,21.21,2.60,6.60,48.21,21.21,2.50
Parmak_2 X 2.stl,-0.7087,0.7055,0.0000,-14.88,112.6,2,5.00,22.51,1.000,5.20,40.00,19.10,2.40,5.20,35.20,14.28,2.40,6.80,33.89,12.96,2.50
